,peso
2020-11-16,0.5406769459503353
2020-11-24,0.5456757317196357
2020-12-10,0.5935099133550662
2020-12-21,-0.5279758160860476
2020-12-23,0.4953639853723866
2021-01-05,0.5915933829682996
2021-01-15,-0.5771977486008671
2021-02-08,-0.048620368206773054
2021-02-22,-0.095644707965017
2021-03-03,-0.051974188769684314
2021-03-04,0.5488516137770587
2021-03-11,0.4367580886367927
2021-03-18,-0.4944257907586198
2021-03-23,-0.466643225411417
2021-05-14,0.6231266662101325
2021-08-04,-0.5335586984685898
2021-08-24,0.539990240298541
2021-08-27,0.5722519377213522
2021-09-22,0.2916118936124002
2021-11-17,-0.46641108994952596
2021-11-23,0.39153773948565834
2021-12-20,-0.5117277886125394
2022-01-11,0.4513252895342723
2022-01-25,0.5074022912114843
2022-02-01,0.236736996513687
2022-02-11,0.3899700623873755
2022-02-14,-0.029166492879845046
2022-02-24,0.14052678719596687
2022-03-07,0.0396840639857603
2022-03-08,0.40317536237710455
2022-03-11,-0.03312128611977706
2022-03-15,-0.49702273359774257
2022-03-17,0.2174215470409857
2022-03-21,0.46225574094635136
2022-03-29,0.30444515460629784
2022-03-30,0.30576031318348507
2022-04-13,0.4626945904624171
2022-04-19,-0.05662065748969691
2022-05-04,0.5982420985369273
2022-05-11,0.5230071048978299
2022-07-01,-0.05537898215108229
2022-07-07,0.5343706227266639
2022-07-29,0.6356991373402012
2022-08-11,0.007599460024628288
2022-08-18,0.4298376337949234
2022-08-23,0.5313183908378678
2022-08-30,-0.6689681063932721
2022-08-31,0.06772838110208307
2022-09-23,-0.5778262817612414
2022-10-04,0.20760720145840805
2022-10-19,0.4975855495535873
2022-10-26,-0.011201036849169087
2022-11-04,0.10169425542354044
2022-11-11,0.39391593955162607
2022-11-14,0.06533586945304118
2022-11-30,0.5337728484130045
2022-12-12,-0.12932944266834512
2022-12-13,-0.16011785207865395
2022-12-14,-0.29228535511294207
2022-12-21,0.37368266351027435
2022-12-23,0.5265375391346335
2023-01-04,0.02820703807843339
2023-02-10,0.6084076649530153
2023-03-07,-0.5553371463204886
2023-03-13,-0.6162602662503972
2023-03-21,0.5426094944407565
2023-05-05,0.6846511368967652
2023-05-17,-0.34810707205295405
2023-06-01,0.5348261320658866
2023-06-15,0.07525224450190152
2023-09-27,0.48381494178951656
2023-10-04,-0.5781204872285599
2023-11-08,-0.5812208960305785
2023-11-17,0.5950909600658205
2023-12-06,-0.41703600091127113
2023-12-08,0.5879764285414776
2023-12-14,0.2428392874728814
2024-01-03,0.5671775634322775
2024-01-25,0.5872456540325733
2024-07-31,0.6000238128883724
2024-08-02,-0.3858785457386951
2024-09-26,-0.4932102372930791
2024-10-01,0.5736540044449384
2024-10-08,-0.44543042591761184
2025-02-27,-0.2246168581985767
2025-04-03,-0.626297506862037
2025-04-04,-0.6120261250513607
2025-04-08,-0.5783177813098536
2025-04-09,0.6086930655978778
2025-04-10,-0.6772610384119753
2025-06-11,0.5895154557883029
2025-06-13,0.49492542160250724
2025-06-17,0.5338418370162114
2025-09-24,0.3919163129360868
2020-11-23,0.590236508688091
2021-01-08,0.6031017716678584
2021-02-12,0.37238077880573967
2021-02-24,0.4232389879505977
2021-03-01,-0.37402407110557323
2021-03-05,0.5105137868818085
2021-03-24,0.5647461450801335
2021-03-25,-0.6914324570602748
2021-03-26,0.5647461450801335
2021-04-01,0.5529809860097834
2021-04-14,0.41702150880898925
2021-05-13,-0.28226783756858914
2021-05-19,-0.2269710058641596
2021-05-20,-0.20561766172098142
2021-05-21,0.36072018710354276
2021-07-14,-0.3075847831903388
2021-07-21,0.6252203677335443
2021-07-22,0.4604869689492883
2021-08-10,0.5444931440749945
2021-08-19,-0.30427244259980984
2021-09-02,0.3046627264399324
2021-09-10,0.4138253001390264
2021-09-15,0.3104888232109884
2021-10-27,-0.5490475654851259
2021-11-03,-0.15070352893316266
2021-11-05,0.11723551331341568
2021-11-10,-0.52396073675593
2021-11-19,-0.6035984811786321
2021-11-30,-0.37120581130678554
2021-12-01,-0.37353742834301173
2021-12-06,0.15419153855765003
2021-12-07,0.2920644058804827
2021-12-21,0.0805087797611418
2021-12-23,0.40038259543024063
2022-02-04,0.34374284379755293
2022-02-08,-0.3998399839777876
2022-02-15,-0.20407331423724456
2022-02-28,0.35063453481706286
2022-03-01,0.41335256840298207
2022-03-02,0.6375590710713159
2022-03-03,-0.0865697176537649
2022-03-04,0.5591723911787887
2022-03-09,-0.49262891754103466
2022-03-14,-0.41574756193663287
2022-03-23,0.6367892275343835
2022-03-24,-0.46784148749647914
2022-03-31,-0.22148904965293234
2022-04-01,-0.21222639037592778
2022-04-06,-0.4557039104220691
2022-04-08,0.41565976589995784
2022-04-12,0.3341273364843479
2022-04-14,0.38486748316526637
2022-04-26,0.3161427022698832
2022-04-28,0.368601592177637
2022-05-03,-0.4443841446037091
2022-05-10,-0.6277705841193011
2022-05-13,0.6262228052036084
2022-05-17,-0.6251172468333988
2022-05-18,-0.5528945528582233
2022-05-19,0.5764263601930684
2022-05-26,0.5192087604225946
2022-06-01,0.05496974347811467
2022-06-08,0.3673799395166343
2022-06-15,-0.4297580364620074
2022-06-17,-0.6886265790909227
2022-06-22,-0.6518645865326397
2022-06-24,0.23950770951903835
2022-06-28,0.47265927613101266
2022-07-06,-0.3437163507123938
2022-07-08,0.5878529085679405
2022-07-12,-0.7058430315161932
2022-07-15,0.13546179240013836
2022-07-21,-0.6771616989977994
2022-07-27,0.33878778080527017
2022-08-03,-0.6059895350077492
2022-08-04,-0.5508785604496107
2022-08-16,-0.5220960460038107
2022-09-01,-0.6971448115850909
2022-09-07,-0.7212251267777275
2022-09-09,0.2546705362846109
2022-09-15,-0.6167093781885444
2022-09-27,0.12890068157619178
2022-09-28,0.4091527696854096
2022-10-07,0.18714311251228816
2022-10-13,0.5624960255258193
2022-10-14,-0.6167093781885444
2022-11-08,-0.5007262231121736
2022-11-09,-0.47834050355696556
2022-11-17,-0.1978377042256667
2022-11-18,-0.6153115094856091
2022-11-23,-0.10871496019233806
2022-12-05,-0.2875932318597865
2022-12-06,-0.4486080221215813
2022-12-07,-0.5618144206213989
2022-12-16,-0.6886265790909227
2022-12-30,0.39815064806095113
2023-01-11,0.5319040509358103
2023-01-24,-0.6116091969732926
2023-01-30,-0.47236034904878726
2023-02-03,-0.6150264469018797
2023-02-07,0.40705978509164575
2023-02-17,-0.5477539920242314
2023-02-22,-0.5306538785724724
2023-03-14,-0.5523792444148042
2023-03-15,-0.4179206748969482
2023-03-17,-0.5947040158307556
2023-04-12,0.35465135756322536
2023-04-20,-0.4571822231272106
