,peso
2020-11-16,0.5406769459503353
2020-11-24,0.545675636559711
2020-12-10,0.5935091014362792
2020-12-21,-0.5279750675597109
2020-12-23,0.4953639853723866
2021-01-05,0.5915933829682996
2021-01-15,-0.5785499935376544
2021-02-08,-0.048620368206773054
2021-02-22,-0.0956431570279897
2021-03-03,-0.05197864455954102
2021-03-04,0.5488516137770587
2021-03-11,0.4367580886367927
2021-03-18,-0.494426958614315
2021-03-23,-0.466643225411417
2021-05-14,0.6262381837309131
2021-08-04,-0.5335586984685898
2021-08-24,0.5399904207809784
2021-08-27,0.5722519377213522
2021-09-22,0.29161199697526374
2021-11-17,-0.46641108994952596
2021-11-23,0.38677135201709684
2021-12-20,-0.5425056293199529
2022-01-11,0.4545028803404221
2022-01-25,0.5074022912114843
2022-02-01,0.2367377775152651
2022-02-11,0.3899703299769968
2022-02-14,-0.029166492879845046
2022-02-24,0.14052713471318706
2022-03-07,0.03968368084751346
2022-03-08,0.4031756702381815
2022-03-11,-0.03311717661556658
2022-03-15,-0.4974011761844042
2022-03-17,0.21742132718443177
2022-03-21,0.46225574094635136
2022-03-29,0.2999477514813803
2022-03-30,0.30576031318348507
2022-04-13,0.46269425423290605
2022-04-19,-0.0485959274265049
2022-05-04,0.5982420659974801
2022-05-11,0.49720931478103114
2022-07-01,-0.05363077427510145
2022-07-07,0.5343706937885212
2022-07-29,0.6356991158684397
2022-08-11,0.007599460024628288
2022-08-18,0.4298370774793398
2022-08-23,0.5313185283930926
2022-08-30,-0.6689681063932721
2022-08-31,0.06772838110208307
2022-09-23,-0.5778262817612414
2022-10-04,0.20632497272658692
2022-10-19,0.4954397245423787
2022-10-26,-0.011201036849169087
2022-11-04,0.10169425542354044
2022-11-11,0.39391643479667443
2022-11-14,0.06533636955201916
2022-11-30,0.5319832867467661
2022-12-12,-0.1293294724133548
2022-12-13,-0.16011825250377407
2022-12-14,-0.2922858147415713
2022-12-21,0.3689162773010497
2022-12-23,0.5265376676536754
2023-01-04,0.02820703807843339
2023-02-10,0.6084076464927507
2023-03-07,-0.5553371463204886
2023-03-13,-0.6162604172001769
2023-03-21,0.5426092660987848
2023-05-05,0.6846511368967652
2023-05-17,-0.3501382723409756
2023-06-01,0.5348261320658866
2023-06-15,0.07524676225165777
2023-09-27,0.4835292998897669
2023-10-04,-0.5781204872285599
2023-11-08,-0.5812208960305785
2023-11-17,0.5950909600658205
2023-12-06,-0.41500397450338755
2023-12-08,0.5879769395187181
2023-12-14,0.2428392874728814
2024-01-03,0.5691806274663374
2024-01-25,0.5840680612144676
2024-07-31,0.6000238128883724
2024-08-02,-0.3786228231366538
2024-09-26,-0.49314605741778095
2024-10-01,0.5736540044449384
2024-10-08,-0.44543021097064184
2025-02-27,-0.22461623830296018
2025-04-03,-0.6100061697293866
2025-04-04,-0.6120261250513607
2025-04-08,-0.5783198101836337
2025-04-09,0.6086930655978778
2025-04-10,-0.67726107145518
2025-06-11,0.5895154557883029
2025-06-13,0.4949242683530075
2025-06-17,0.5338368778501369
2025-09-24,0.3919163129360868
2020-11-23,0.5902368388299886
2021-01-08,0.6031017716678584
2021-02-12,0.37238077880573967
2021-02-24,0.4232389879505977
2021-03-01,-0.37402407110557323
2021-03-05,0.5105137868818085
2021-03-24,0.5647461450801335
2021-03-25,-0.6914319730580618
2021-03-26,0.5647461450801334
2021-04-01,0.5451877069318948
2021-04-14,0.41702150880898925
2021-05-13,-0.2822615822592026
2021-05-19,-0.2269710058641596
2021-05-20,-0.20561766172098142
2021-05-21,0.36072018710354276
2021-07-14,-0.3075847831903388
2021-07-21,0.6252203677335443
2021-07-22,0.3745543096810143
2021-08-10,0.5444931440749945
2021-08-19,-0.30427201191757813
2021-09-02,0.3046627264399324
2021-09-10,0.4138253001390264
2021-09-15,0.4514670084996622
2021-10-27,-0.5490472106860971
2021-11-03,-0.15070337047204221
2021-11-05,0.11723551331341568
2021-11-10,-0.5094464234003441
2021-11-19,-0.6035984811786321
2021-11-30,-0.371206239171446
2021-12-01,-0.373537853612826
2021-12-06,0.15419153855765003
2021-12-07,0.2920644058804827
2021-12-21,0.0805087797611418
2021-12-23,0.40038259543024063
2022-02-04,0.4285396257243722
2022-02-08,-0.3998399839777876
2022-02-15,-0.2040730723878414
2022-02-28,0.35063453481706286
2022-03-01,0.41335256840298207
2022-03-02,0.6375590710713159
2022-03-03,-0.08657082960939191
2022-03-04,0.5591741257231085
2022-03-09,-0.49262891754103466
2022-03-14,-0.4157474080082034
2022-03-23,0.6367892275343835
2022-03-24,-0.46784079477975704
2022-03-31,-0.22148904965293234
2022-04-01,-0.2122271635290401
2022-04-06,-0.4557039104220691
2022-04-08,0.41565964136632555
2022-04-12,0.3341273364843479
2022-04-14,0.38486748316526637
2022-04-26,0.3161427022698832
2022-04-28,0.368601592177637
2022-05-03,-0.4443841446037091
2022-05-10,-0.6279522427410777
2022-05-13,0.6262228052036084
2022-05-17,-0.6709318800671109
2022-05-18,-0.5528945528582233
2022-05-19,0.5764263829103269
2022-05-26,0.5192087604225946
2022-06-01,0.05496974347811467
2022-06-08,0.3673751522833314
2022-06-15,-0.4297580364620074
2022-06-17,-0.6886265790909227
2022-06-22,-0.6116091969732926
2022-06-24,0.23950770951903835
2022-06-28,0.47265927613101266
2022-07-06,-0.34371574220992007
2022-07-08,0.5849675125827827
2022-07-12,-0.7058430315161932
2022-07-15,0.13546657498018438
2022-07-21,-0.6771616989977994
2022-07-27,0.5138555899327819
2022-08-03,-0.6059897211064509
2022-08-04,-0.5508785604496107
2022-08-16,-0.5220960460038107
2022-09-01,-0.6971448115850909
